source_id,effective_from,sequence,page_number,incoming_symbol,outgoing_symbol,raw_cells_json
review_2023_h1,2023-12-26,1,2,AABS,AGHA,"[""1"", ""AABS"", """", """", ""Al-Abbas Sugar Mills Limited"", """", """", ""AGHA"", """", ""Agha Steel Industries Limited"", """"]"
review_2023_h1,2023-12-26,2,2,AKDHL,ASTM,"[""2"", ""AKDHL"", """", """", ""AKD Hospitality Limited"", """", """", ""ASTM"", """", ""Asim Textile Mills Limited"", """"]"
review_2023_h1,2023-12-26,3,2,ANTM,CFL,"[""3"", ""ANTM"", """", """", ""AN Textile Mills Limited"", """", """", ""CFL"", """", ""Crescent Fibres Limited"", """"]"
review_2023_h1,2023-12-26,4,2,ASL,CHAS,"[""4"", ""ASL"", """", """", ""Aisha Steel Mills Limited"", """", """", ""CHAS"", """", ""Chashma Sugar Mills Limited"", """"]"
review_2023_h1,2023-12-26,5,2,ASTL,CLVL,"[""5"", ""ASTL"", """", """", ""Amreli Steels Limited"", """", """", ""CLVL"", """", ""Cordoba Logistics & Ventures Limited"", """"]"
review_2023_h1,2023-12-26,6,2,AWTX,CSAP,"[""6"", ""AWTX"", """", """", ""Allawasaya Textile & Finishing Mills Ltd^"", """", """", ""CSAP"", """", ""Crescent Steel & Allied Products Limited"", """"]"
review_2023_h1,2023-12-26,7,2,BTL,DAWH,"[""7"", ""BTL"", """", """", ""Blessed Textiles Limited"", """", """", ""DAWH"", """", ""Dawood Hercules Corporation Limited"", """"]"
review_2023_h1,2023-12-26,8,2,CNERGY,FML,"[""8"", """", ""CNERGY"", """", """", ""Cnergyico PK Limited"", """", ""FML"", """", ""Feroze1888 Mills Limited"", """"]"
review_2023_h1,2023-12-26,9,2,CPPL,HRPL,"[""9"", ""CPPL"", """", """", ""Cherat Packaging Limited"", """", """", ""HRPL"", """", ""Habib Rice Product Limited"", """"]"
review_2023_h1,2023-12-26,10,2,EPQL,HUSI,"[""10"", ""EPQL"", """", """", ""Engro Powergen Qadirpur Limited"", """", """", ""HUSI"", """", ""Husein Industries Limited"", """"]"
review_2023_h1,2023-12-26,11,2,FANM,JOPP,"[""11"", ""FANM"", """", """", ""The First Al-Noor Modaraba"", """", """", ""JOPP"", """", ""Johnson & Phillips (Pakistan) Limited"", """"]"
