symbol,effective_from,effective_to,instrument_type,classification_source,classification_confidence,classification_rule,observed_sector,pit_eligible_row_count,c5_loss_contribution,extreme_target_count,review_priority,review_reason
CTM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,432,0.0033117630587562435,11,2,classification_rule_conflict|extreme_c4_target
DAAG,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,84,0.0011409401681560195,105,2,classification_rule_conflict|extreme_c4_target
DADX,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,0,0.0,7,2,classification_rule_conflict|extreme_c4_target
DAWHSC1,2020-01-15,2021-02-08,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
DAWHSC2,2020-01-07,2021-02-19,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
DBCI,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,227,0.0014918587204981568,9,2,classification_rule_conflict|extreme_c4_target
DCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1576,0.007606103601191063,0,2,classification_rule_conflict
DCR,2020-01-01,2026-07-10,REIT,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:REIT,0836,1338,0.001277335292983939,0,2,classification_rule_conflict
DEL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,317,0.0019213265012033927,45,2,classification_rule_conflict|extreme_c4_target
DFML,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,1299,0.010473419156086655,44,2,classification_rule_conflict|extreme_c4_target
DFSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,452,0.003116189404914425,19,2,classification_rule_conflict|extreme_c4_target
DGKC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1576,0.004954307570142833,0,2,classification_rule_conflict
DIIL,2022-07-05,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,0,0.0,4,2,classification_rule_conflict|extreme_c4_target
DINT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,9,2,classification_rule_conflict|extreme_c4_target
DINTR,2020-01-22,2020-02-12,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0830,0,0.0,0,2,classification_rule_conflict
DLL,2020-01-01,2021-04-09,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,177,0.0013354002014599846,0,2,classification_rule_conflict|multiple_classification_intervals
DMC,2025-06-30,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,37,2,classification_rule_conflict|extreme_c4_target
DMTM,2024-06-03,2025-11-14,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,24,2,classification_rule_conflict|extreme_c4_target
DNCC,2020-01-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,182,0.00027458407915984873,2,2,classification_rule_conflict|extreme_c4_target
DNCCR,2021-07-01,2021-07-23,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0804,0,0.0,10,2,classification_rule_conflict|extreme_c4_target
DOL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1574,0.0033270043847880362,0,2,classification_rule_conflict
DSIL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,702,0.011173757909500783,22,2,classification_rule_conflict|extreme_c4_target
DSL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,1314,0.0025479928788505685,0,2,classification_rule_conflict
DWAE,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,66,0.002368996131444158,83,2,classification_rule_conflict|extreme_c4_target
DWSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,136,0.0006797738513710904,9,2,classification_rule_conflict|extreme_c4_target
DWTM,2020-01-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,21,2,classification_rule_conflict|extreme_c4_target
DYNO,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,946,0.002577562393059232,0,2,classification_rule_conflict
ECOP,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,647,0.0028049292181847674,26,2,classification_rule_conflict|extreme_c4_target
EFERT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0809,1576,0.0024490396582925555,0,2,classification_rule_conflict
EFUG,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,25,0.0,0,2,classification_rule_conflict
EFUL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,114,0.00021887860907751443,0,2,classification_rule_conflict
ELCM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,3,2,classification_rule_conflict|extreme_c4_target
ELSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,0,2,classification_rule_conflict
EMCO,2020-01-16,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0803,235,0.0015050866250454012,11,2,classification_rule_conflict|extreme_c4_target
ENGROH,2025-01-06,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,336,0.0009639305844011584,0,2,classification_rule_conflict
EPCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1576,0.0027741971162500486,0,2,classification_rule_conflict
EPCLPS,2020-12-31,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,0,0.0,0,2,classification_rule_conflict
EPCLSC,2020-03-02,2022-11-29,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
EPQL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,1560,0.002517338479787712,0,2,classification_rule_conflict
ESBL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,283,0.001509020989631175,27,2,classification_rule_conflict|extreme_c4_target
EWIC,2020-01-27,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,0,0.0,0,2,classification_rule_conflict
EWICR3,2024-12-05,2024-12-16,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0812,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
EXIDE,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,985,0.005764556215129554,9,2,classification_rule_conflict|extreme_c4_target
FABL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.004855894641946039,0,2,classification_rule_conflict
FANM,2020-01-10,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,31,0.00025347559511683035,3,2,classification_rule_conflict|extreme_c4_target
FASM,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,0,2,classification_rule_conflict
FATIMA,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0809,1343,0.0027346638019149095,0,2,classification_rule_conflict
FATIMASC,2020-01-03,2020-09-17,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
FCCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1576,0.004124870557748975,0,2,classification_rule_conflict
FCEL,2024-06-03,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,113,0.000656268437720224,2,2,classification_rule_conflict|extreme_c4_target
FCEPL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1576,0.005326526704566516,0,2,classification_rule_conflict
FCIBL,2020-01-09,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,27,0.0,81,2,classification_rule_conflict|extreme_c4_target
FCL,2024-06-10,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0803,478,0.0014322979924639235,0,2,classification_rule_conflict
FCSC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,519,0.008357198238587023,50,2,classification_rule_conflict|extreme_c4_target
FDPL,2024-03-25,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,295,0.0019182617746940165,7,2,classification_rule_conflict|extreme_c4_target
FECM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,0,0.0,50,2,classification_rule_conflict|extreme_c4_target
FECTC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,693,0.011575908811107078,21,2,classification_rule_conflict|extreme_c4_target
FEM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,77,0.002087391638852664,6,2,classification_rule_conflict|extreme_c4_target
FEROZ,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,1572,0.0045236837585093306,0,2,classification_rule_conflict
FFBLR,2020-11-25,2020-12-17,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0809,0,0.0,0,2,classification_rule_conflict
FFC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0809,1576,0.0031244031113104873,0,2,classification_rule_conflict
FFL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,1576,0.005597615117833454,0,2,classification_rule_conflict
FFLM,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,73,0.00025014840948011285,29,2,classification_rule_conflict|extreme_c4_target
FFLR1,2021-11-09,2021-12-01,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0810,0,0.0,3,2,classification_rule_conflict|extreme_c4_target
FHAM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,64,0.0001930603281586117,9,2,classification_rule_conflict|extreme_c4_target
FIBLM,2020-01-17,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,26,0.0,16,2,classification_rule_conflict|extreme_c4_target
FIL,2024-06-05,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0816,0,0.0,9,2,classification_rule_conflict|extreme_c4_target
FIMM,2020-08-03,2026-07-09,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,0,0.0,1,2,classification_rule_conflict|extreme_c4_target
FLYNG,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1507,0.011632821187549852,5,2,classification_rule_conflict|extreme_c4_target
FLYNGR,2021-04-05,2021-04-27,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0804,0,0.0,4,2,classification_rule_conflict|extreme_c4_target
FLYNGR1,2022-02-24,2022-03-17,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0804,0,0.0,14,2,classification_rule_conflict|extreme_c4_target
FML,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,346,0.00018352418438028173,0,2,classification_rule_conflict
FMLR,2021-12-08,2021-12-30,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0829,0,0.0,9,2,classification_rule_conflict|extreme_c4_target
FNBM,2020-01-02,2020-12-03,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,0,0.0,1,2,classification_rule_conflict|extreme_c4_target
FNEL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0813,1282,0.01472607797156979,43,2,classification_rule_conflict|extreme_c4_target
FPJM,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,95,0.002952183661669381,10,2,classification_rule_conflict|extreme_c4_target
FPRM,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,0,0.0,5,2,classification_rule_conflict|extreme_c4_target
FRCL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0811,26,0.00013515536087558224,22,2,classification_rule_conflict|extreme_c4_target
FRSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,69,4.270492072878376e-05,0,2,classification_rule_conflict
FRSMR,2024-12-05,2024-12-27,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0826,0,0.0,0,2,classification_rule_conflict
FSWL,2024-06-05,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,1,2,classification_rule_conflict|extreme_c4_target
FTMM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,3,3.3645559653231344e-05,47,2,classification_rule_conflict|extreme_c4_target
FTSM,2020-01-28,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,3,0.0,33,2,classification_rule_conflict|extreme_c4_target
FZCM,2020-01-07,2021-04-09,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,51,0.0002547588536061218,16,2,classification_rule_conflict|extreme_c4_target|multiple_classification_intervals
GADT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,663,0.0035205896259124254,1,2,classification_rule_conflict|extreme_c4_target
GAL,2023-05-18,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,739,0.013195673519952588,2,2,classification_rule_conflict|extreme_c4_target
GAMON,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,180,0.004200523326525406,66,2,classification_rule_conflict|extreme_c4_target
GATI,2020-01-06,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0827,248,0.0006009139075772899,3,2,classification_rule_conflict|extreme_c4_target
GATIR,2024-02-16,2024-03-08,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0827,0,0.0,0,2,classification_rule_conflict
GATM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,1576,0.0043398353232980535,0,2,classification_rule_conflict
GCIL,2022-11-14,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,866,0.007271863344058542,0,2,classification_rule_conflict
GCWL,2025-04-24,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,263,0.00209586366270744,3,2,classification_rule_conflict|extreme_c4_target
GCWLR,2026-06-15,2026-06-29,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0805,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
GDL,2026-02-19,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0810,55,0.0,0,2,classification_rule_conflict
GEMBCEM,2024-10-11,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0819,0,0.0,0,2,classification_rule_conflict
GEMMEL,2024-06-13,2026-07-07,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,0,0.0,0,2,classification_rule_conflict
GEMNETS,2025-05-26,2026-07-02,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0828,0,0.0,20,2,classification_rule_conflict|extreme_c4_target
GEMPACRA,2025-06-30,2026-07-09,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,0,0.0,0,2,classification_rule_conflict
GEMPAPL,2021-11-26,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0822,0,0.0,0,2,classification_rule_conflict
GFIL,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,40,0.0,0,2,classification_rule_conflict
GGGL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0811,1576,0.006008080543754537,0,2,classification_rule_conflict
GGGLR1,2021-02-01,2021-02-23,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0811,0,0.0,1,2,classification_rule_conflict|extreme_c4_target
GGL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0805,1576,0.005631725519362968,0,2,classification_rule_conflict
GGLR1,2020-12-07,2020-12-29,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0805,0,0.0,3,2,classification_rule_conflict|extreme_c4_target
GHGL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0811,1544,0.003844293582841048,0,2,classification_rule_conflict
GHGLR3,2021-01-28,2021-02-19,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0811,0,0.0,0,2,classification_rule_conflict
GHNI,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,1576,0.009913205688975975,6,2,classification_rule_conflict|extreme_c4_target
GLAXO,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,1571,0.005560505587825116,0,2,classification_rule_conflict
GLPLR,2021-01-14,2021-02-04,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0810,0,0.0,0,2,classification_rule_conflict
GOC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0818,0,0.0,5,2,classification_rule_conflict|extreme_c4_target
GRR,2022-12-28,2026-07-10,REIT,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:REIT,0836,214,2.840501729734108e-05,0,2,classification_rule_conflict
GRYL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0815,52,0.0020586624262505706,56,2,classification_rule_conflict|extreme_c4_target
GSPM,2024-05-30,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,14,2,classification_rule_conflict|extreme_c4_target
GTECHBR,2022-10-04,2022-10-26,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0805,0,0.0,4,2,classification_rule_conflict|extreme_c4_target
GTYR,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0802,1352,0.00377415071000184,0,2,classification_rule_conflict
GUSM,2024-05-30,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,0,0.0,64,2,classification_rule_conflict|extreme_c4_target
GVGL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0811,356,0.0005847272225457566,1,2,classification_rule_conflict|extreme_c4_target
GVGLR3,2020-01-01,2020-01-02,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0811,0,0.0,0,2,classification_rule_conflict|short_interval_or_maturity_like_ticker
GWLC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0804,1168,0.0075274677906235965,0,2,classification_rule_conflict
HABSM,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,366,0.0004891222855550623,1,2,classification_rule_conflict|extreme_c4_target
HAEL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,59,0.000494454356377062,37,2,classification_rule_conflict|extreme_c4_target
HAFL,2020-06-11,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0829,0,0.0,2,2,classification_rule_conflict|extreme_c4_target
HALEON,2023-01-31,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,784,0.005325238659366085,0,2,classification_rule_conflict
HASCOL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0821,1576,0.01141396522110902,15,2,classification_rule_conflict|extreme_c4_target
HBL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1576,0.005179143530725523,0,2,classification_rule_conflict
HBLTFC,2020-01-22,2021-02-11,debt_security,observed_sector_rule,low,sector_exact:36,36,0,0.0,0,2,classification_rule_conflict
HBLTFC2,2020-02-26,2026-04-09,debt_security,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:debt_security,36,0,0.0,0,2,classification_rule_conflict
HCAR,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,1576,0.006582194318588801,0,2,classification_rule_conflict
HGFA,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0806,177,0.0009141903994660814,1,2,classification_rule_conflict|extreme_c4_target
HICL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0812,156,0.006018230824848487,18,2,classification_rule_conflict|extreme_c4_target
HIFA,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0806,236,0.0018884347414718891,22,2,classification_rule_conflict|extreme_c4_target
HINO,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0801,576,0.0019001437138362997,1,2,classification_rule_conflict|extreme_c4_target
HINOON,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,1570,0.0024494427164154123,0,2,classification_rule_conflict
HINOR,2020-10-22,2020-11-13,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0801,0,0.0,0,2,classification_rule_conflict
HIRAT,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0830,426,0.004895037632091432,17,2,classification_rule_conflict|extreme_c4_target
HMB,2020-01-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0807,1458,0.0032508185559124232,0,2,classification_rule_conflict
HPL,2023-11-02,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0823,199,0.0004781719374555509,0,2,classification_rule_conflict
HRPL,2020-03-11,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0826,0,0.0,0,2,classification_rule_conflict
HSMCPS,2022-03-17,2022-08-04,preference_share,ticker_heuristic,low,sector_prefix:08+preference_suffix,0826,0,0.0,0,2,classification_rule_conflict
HSMPSR,2021-12-23,2022-01-14,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0826,0,0.0,7,2,classification_rule_conflict|extreme_c4_target
HSMR3,2021-08-30,2021-09-21,right_or_entitlement,ticker_heuristic_historical_fallback,low,ticker_regex:right_or_entitlement,0826,0,0.0,4,2,classification_rule_conflict|extreme_c4_target
HSPI,2020-01-01,2024-11-15,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0808,0,0.0,0,2,classification_rule_conflict
HTL,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0821,1576,0.005660906278609548,0,2,classification_rule_conflict
HUBC,2020-01-01,2026-07-10,ordinary_equity,psx_security_master_snapshot,current_snapshot,psx_master:2026-08-01:ordinary_equity,0824,1576,0.0033880757282396218,0,2,classification_rule_conflict
